Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	MONDO_0001627	dementia	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	DOID:1474 (is_marker_for)	aggressive periodontitis (is_marker_for)	AllianceGenome	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	PPIA
Disease	EFO_0004760, MONDO_0004975	Alzheimer disease, t-tau measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0020014	1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)* measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	DOID:10603 (biomarker_via_orthology)	glucose intolerance (biomarker_via_orthology)	AllianceGenome	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	PLAC8
Disease	EFO_0020499	interleukin-22 receptor subunit alpha-1 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0005194, EFO_0007738	amyloid-beta measurement, cingulate cortex measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0004529, EFO_0008595	lipid measurement, intermediate density lipoprotein measurement	GWAS	9.077E-3	1.000E0	3.295E-2	2.538E-1	2	96	H3C3,APOE
Disease	EFO_0004574, EFO_0008595	total cholesterol measurement, intermediate density lipoprotein measurement	GWAS	9.629E-3	1.000E0	3.475E-2	2.677E-1	2	99	H3C3,APOE
Disease	EFO_0004639, EFO_0008595	phospholipid measurement, intermediate density lipoprotein measurement	GWAS	9.629E-3	1.000E0	3.475E-2	2.677E-1	2	99	H3C3,APOE
Disease	C0010606	Adenoid Cystic Carcinoma	DisGeNET Curated	9.816E-3	1.000E0	3.528E-2	2.718E-1	2	100	ASPM,TOP2A
Disease	DOID:3308 (is_marker_for)	embryonal carcinoma (is_marker_for)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	CCNA2
Disease	EFO_0801908	pregnancy-specific beta-1-glycoprotein 5 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	DOID:3905 (is_implicated_in)	lung carcinoma (is_implicated_in)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0010397	sphingomyelin 24:0 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0022143	X-24870 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0007804	LDL cholesterol change measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0802105	surfeit locus protein 1 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0801580	ER membrane protein complex subunit 4 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	C2931189	Neural crest tumor	DisGeNET Curated	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	TOP2A
Disease	EFO_0801577	epididymis-specific alpha-mannosidase measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	DOID:3209 (is_implicated_in)	junctional epidermolysis bullosa (is_implicated_in)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	LAMA3
Disease	cv:CN043596	Early-onset autosomal dominant Alzheimer disease	Clinical Variations	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	C0399367	Amelogenesis imperfecta local hypoplastic form	DisGeNET Curated	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	LAMA3
Disease	DOID:12510 (biomarker_via_orthology)	retinal ischemia (biomarker_via_orthology)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	THY1
Disease	EFO_0006797, EFO_0006798	neuritic plaque measurement, neurofibrillary tangles measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	DOID:1936 (implicated_via_orthology)	atherosclerosis (implicated_via_orthology)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	OBA_2045201	level of Sterol ester (27:1/22:6) in blood serum	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0010615	galanin peptides measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	SELENOP
Disease	DOID:13550 (is_implicated_in)	angle-closure glaucoma (is_implicated_in)	AllianceGenome	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0004614, EFO_0006925	lipoprotein A measurement, apolipoprotein A 1 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0801834	neuronal pentraxin-2 measurement	GWAS	1.040E-2	1.000E0	3.528E-2	2.718E-1	1	7	APOE
Disease	EFO_0008591, EFO_0008595	free cholesterol measurement, intermediate density lipoprotein measurement	GWAS	1.058E-2	1.000E0	3.580E-2	2.758E-1	2	104	H3C3,APOE
Disease	EFO_0010815	remnant cholesterol measurement	GWAS	1.137E-2	1.000E0	3.781E-2	2.913E-1	2	108	H3C3,APOE
Disease	DOID:6713 (is_implicated_in)	cerebrovascular disease (is_implicated_in)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:13544 (is_implicated_in)	low tension glaucoma (is_implicated_in)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	cv:C0020476	Hyperlipoproteinemia	Clinical Variations	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0004611, GO_0036273	response to statin, low density lipoprotein cholesterol measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0006514, EFO_0006930	Alzheimer's disease biomarker measurement, brain volume measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0008589, EFO_0008595	esterified cholesterol measurement, intermediate density lipoprotein measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0020309	cytoskeleton-associated protein 2 measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0800645	cytidine measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	cv:C0002395	Alzheimer disease	Clinical Variations	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:9743 (is_marker_for)	diabetic neuropathy (is_marker_for)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	CD63
Disease	EFO_0008317, EFO_0008589, EFO_0008596	chylomicron measurement, very low density lipoprotein cholesterol measurement, esterified cholesterol measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_1002011, MONDO_0005148	adult onset asthma, type 2 diabetes mellitus	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	EFO_0802098	sulfatase-modifying factor 1 measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:10907 (is_implicated_in)	microcephaly (is_implicated_in)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	ASPM
Disease	DOID:1474 (is_implicated_in)	aggressive periodontitis (is_implicated_in)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	CTSC
Disease	EFO_0803302	PH and SEC7 domain-containing protein 1 measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:11123 (is_implicated_in)	Henoch-Schoenlein purpura (is_implicated_in)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	CD86
Disease	EFO_0801440	cadherin-related family member 5 measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:14452 (implicated_via_orthology)	hypokalemic periodic paralysis (implicated_via_orthology)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	TUBB4B
Disease	EFO_0801419	beta-defensin 119 measurement	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	OBA_2001009	age of onset of Parkinson disease	GWAS	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	APOE
Disease	DOID:5679 (biomarker_via_orthology)	retinal disease (biomarker_via_orthology)	AllianceGenome	1.188E-2	1.000E0	3.781E-2	2.913E-1	1	8	THY1
Disease	EFO_0006312	mitochondrial DNA measurement	GWAS	1.290E-2	1.000E0	4.096E-2	3.156E-1	3	328	SLC25A5,APOE,AK3
Disease	EFO_0008288	small nuclear ribonucleoprotein F measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	EFO_0008273	repulsive guidance molecule A measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	EFO_0801491	collectin-10 measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	EFO_0801576	epididymal-specific lipocalin-10 measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	DOID:1040 (is_marker_for)	chronic lymphocytic leukemia (is_marker_for)	AllianceGenome	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	AK3
Disease	EFO_0801520	DCN1-like protein 5 measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	EFO_0020063	diacylglycerol 36:4 measurement	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	EFO_0003964	hip fracture	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	APOE
Disease	DOID:12449 (is_marker_for)	aplastic anemia (is_marker_for)	AllianceGenome	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	CD86
Disease	EFO_0000638	overall survival	GWAS	1.335E-2	1.000E0	4.135E-2	3.185E-1	1	9	CTSC
Disease	EFO_0010158	sugar consumption measurement	GWAS	1.390E-2	1.000E0	4.293E-2	3.307E-1	2	120	KIF14,APOE
Disease	EFO_0800499	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	Orphanet_654	Nephroblastoma	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	TCN2
Disease	DOID:0050851 (biomarker_via_orthology)	glomerulosclerosis (biomarker_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	C0011206	Delirium	DisGeNET Curated	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	EFO_0021874	ankyrin-2 measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	PRELP
Disease	EFO_0800402	1-stearoyl-2-linoleoyl-GPE (18:0/18:2) measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	EFO_0021880	quinone oxidoreductase-like protein 1 measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	C0002726	Amyloidosis	DisGeNET Curated	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	EFO_0802093	stromal interaction molecule 1 measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	DOID:1339 (implicated_via_orthology)	Diamond-Blackfan anemia (implicated_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	RPL35A
Disease	DOID:13934 (implicated_via_orthology)	facial paralysis (implicated_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	TUBB4B
Disease	DOID:0090132 (implicated_via_orthology)	complex cortical dysplasia with other brain malformations 7 (implicated_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	TUBB4B
Disease	DOID:0060260 (implicated_via_orthology)	ptosis (implicated_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	TUBB4B
Disease	EFO_0802538	f-box/LRR-repeat protein 4 measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	EFO_0800333	oleoyl-linoleoyl-glycerol (18:1/18:2) [2] measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	EFO_0020645	platelet glycoprotein ib alpha chain measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	AK3
Disease	EFO_0800507	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1] measurement	GWAS	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	APOE
Disease	DOID:0112227 (implicated_via_orthology)	tubulinopathy (implicated_via_orthology)	AllianceGenome	1.482E-2	1.000E0	4.383E-2	3.377E-1	1	10	TUBB4B
Disease	DOID:12241 (is_marker_for)	beta thalassemia (is_marker_for)	AllianceGenome	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	C0270612	Leukoencephalopathy	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	TCN2
Disease	DOID:0050851 (implicated_via_orthology)	glomerulosclerosis (implicated_via_orthology)	AllianceGenome	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	C0750986	Internal Carotid Artery Diseases	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	C0750987	Arterial Diseases, Common Carotid	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	C0577631	Carotid Atherosclerosis	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0800227	1-stearoyl-GPE (18:0) measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	GO_0009615	response to virus	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	CD53
Disease	EFO_0005092, EFO_0006514	entorhinal cortical volume, Alzheimer's disease biomarker measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0020303	cytochrome p450 3a4 measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0021451	GM3 ganglioside measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	DOID:11832 (is_implicated_in)	visual epilepsy (is_implicated_in)	AllianceGenome	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	ASPM
Disease	C0600178	External Carotid Artery Diseases	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0800332	oleoyl-linoleoyl-glycerol (18:1/18:2) [1] measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0008305	trypsin-2 measurement	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	TRBC2
Disease	C0007273	Carotid Artery Diseases	DisGeNET Curated	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	APOE
Disease	EFO_0009448	pulmonary fibrosis	GWAS	1.629E-2	1.000E0	4.631E-2	3.568E-1	1	11	SPDL1
Disease	EFO_0008446	platelet-to-lymphocyte ratio	GWAS	1.676E-2	1.000E0	4.752E-2	3.661E-1	3	362	H3C3,TPX2,AK3
Disease	EFO_0008034	beta-endorphin measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	DOID:1067 (is_implicated_in)	open-angle glaucoma (is_implicated_in)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	DOID:0050997 (implicated_via_orthology)	cerebellar ataxia, mental retardation and dysequlibrium syndrome (implicated_via_orthology)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	TUBB4B
Disease	C0013990	Pathological accumulation of air in tissues	DisGeNET Curated	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	EFO_0802169	tumor protein p53-inducible protein 11 measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	OBA_2045115	level of Phosphatidylcholine (O-16:0_20:3) in blood serum	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	EFO_0802634	integral membrane protein 2B measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	EFO_0801936	protein CEI measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	DOID:9119 (implicated_via_orthology)	acute myeloid leukemia (implicated_via_orthology)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	TOP2A
Disease	DOID:9279 (biomarker_via_orthology)	hyperhomocysteinemia (biomarker_via_orthology)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	DOID:7693 (is_implicated_in)	abdominal aortic aneurysm (is_implicated_in)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	DOID:1168 (implicated_via_orthology)	familial hyperlipidemia (implicated_via_orthology)	AllianceGenome	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	EFO_0801692	inactive gamma-glutamyltranspeptidase 2 measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
Disease	C0001768	Agammaglobulinemia	DisGeNET Curated	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	TCN2
Disease	EFO_0800500	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2] measurement	GWAS	1.776E-2	1.000E0	4.871E-2	3.753E-1	1	12	APOE
